video,frame,pedestrian_id,x1,y1,x2,y2,label
video_0002,12123,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12124,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12125,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12126,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12127,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12128,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12129,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12130,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12131,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12132,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12133,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12134,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12135,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12136,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12137,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12138,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12139,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12140,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12141,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12142,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12143,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12144,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12145,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12146,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12147,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12148,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12149,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12150,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12151,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12152,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12153,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12154,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12155,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12156,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12157,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12158,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12159,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12160,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12161,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12162,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12163,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12164,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12165,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12166,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12167,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12168,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12169,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12170,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12171,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12172,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12173,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12174,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12175,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12176,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12177,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12178,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12179,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12180,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12181,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12182,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12183,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12184,1_2_42,800.4,801.5,833.9,873.1,0
video_0002,12185,1_2_42,800.4,801.48,833.9,873.1,0
video_0002,12186,1_2_42,800.4,801.47,833.9,873.1,0
video_0002,12187,1_2_42,800.4,801.45,833.9,873.1,0
video_0002,12188,1_2_42,800.4,801.43,833.9,873.1,0
video_0002,12189,1_2_42,800.4,801.42,833.9,873.1,0
video_0002,12190,1_2_42,800.4,801.4,833.9,873.1,0
video_0002,12191,1_2_42,800.4,801.38,833.9,873.1,0
video_0002,12192,1_2_42,800.4,801.36,833.9,873.1,0
video_0002,12193,1_2_42,800.4,801.35,833.9,873.1,0
video_0002,12194,1_2_42,800.4,801.33,833.9,873.1,0
video_0002,12195,1_2_42,800.4,801.31,833.9,873.1,0
video_0002,12196,1_2_42,800.4,801.3,833.9,873.1,0
video_0002,12197,1_2_42,800.4,801.28,833.9,873.1,0
video_0002,12198,1_2_42,800.4,801.26,833.9,873.1,0
video_0002,12199,1_2_42,800.4,801.25,833.9,873.1,0
video_0002,12200,1_2_42,800.4,801.23,833.9,873.1,0
video_0002,12201,1_2_42,800.4,801.21,833.9,873.1,0
video_0002,12202,1_2_42,800.4,801.2,833.9,873.1,0
video_0002,12203,1_2_42,800.4,801.18,833.9,873.1,0
video_0002,12204,1_2_42,800.4,801.16,833.9,873.1,0
video_0002,12205,1_2_42,800.4,801.15,833.9,873.1,0
video_0002,12206,1_2_42,800.4,801.13,833.9,873.1,0
video_0002,12207,1_2_42,800.4,801.11,833.9,873.1,0
video_0002,12208,1_2_42,800.4,801.09,833.9,873.1,0
video_0002,12209,1_2_42,800.4,801.08,833.9,873.1,0
video_0002,12210,1_2_42,800.4,801.06,833.9,873.1,0
video_0002,12211,1_2_42,800.4,801.04,833.9,873.1,0
video_0002,12212,1_2_42,800.4,801.03,833.9,873.1,0
video_0002,12213,1_2_42,800.4,801.01,833.9,873.1,0
video_0002,12214,1_2_42,800.4,800.99,833.9,873.1,0
video_0002,12215,1_2_42,800.4,800.98,833.9,873.1,0
video_0002,12216,1_2_42,800.4,800.96,833.9,873.1,0
video_0002,12217,1_2_42,800.4,800.94,833.9,873.1,0
video_0002,12218,1_2_42,800.4,800.93,833.9,873.1,0
video_0002,12219,1_2_42,800.4,800.91,833.9,873.1,0
video_0002,12220,1_2_42,800.4,800.89,833.9,873.1,0
video_0002,12221,1_2_42,800.4,800.87,833.9,873.1,0
video_0002,12222,1_2_42,800.4,800.86,833.9,873.1,0
video_0002,12223,1_2_42,800.4,800.84,833.9,873.1,0
video_0002,12224,1_2_42,800.4,800.82,833.9,873.1,0
video_0002,12225,1_2_42,800.4,800.81,833.9,873.1,0
video_0002,12226,1_2_42,800.4,800.79,833.9,873.1,0
video_0002,12227,1_2_42,800.4,800.77,833.9,873.1,0
video_0002,12228,1_2_42,800.4,800.76,833.9,873.1,0
video_0002,12229,1_2_42,800.4,800.74,833.9,873.1,0
video_0002,12230,1_2_42,800.4,800.72,833.9,873.1,0
video_0002,12231,1_2_42,800.4,800.71,833.9,873.1,0
video_0002,12232,1_2_42,800.4,800.69,833.9,873.1,0
video_0002,12233,1_2_42,800.4,800.67,833.9,873.1,0
video_0002,12234,1_2_42,800.4,800.65,833.9,873.1,0
video_0002,12235,1_2_42,800.4,800.64,833.9,873.1,0
video_0002,12236,1_2_42,800.4,800.62,833.9,873.1,0
video_0002,12237,1_2_42,800.4,800.6,833.9,873.1,0
video_0002,12238,1_2_42,800.4,800.59,833.9,873.1,0
video_0002,12239,1_2_42,800.4,800.57,833.9,873.1,0
video_0002,12240,1_2_42,800.4,800.55,833.9,873.1,0
video_0002,12241,1_2_42,800.4,800.54,833.9,873.1,0
video_0002,12242,1_2_42,800.4,800.52,833.9,873.1,0
video_0002,12243,1_2_42,800.4,800.5,833.9,873.1,0
video_0002,12244,1_2_42,800.4,800.49,833.9,873.1,0
video_0002,12245,1_2_42,800.4,800.47,833.9,873.1,0
video_0002,12246,1_2_42,800.4,800.45,833.9,873.1,0
video_0002,12247,1_2_42,800.4,800.44,833.9,873.1,0
video_0002,12248,1_2_42,800.4,800.42,833.9,873.1,0
video_0002,12249,1_2_42,800.4,800.4,833.9,873.1,0
video_0002,12250,1_2_42,800.4,800.38,833.9,873.1,0
video_0002,12251,1_2_42,800.4,800.37,833.9,873.1,0
video_0002,12252,1_2_42,800.4,800.35,833.9,873.1,0
video_0002,12253,1_2_42,800.4,800.33,833.9,873.1,0
video_0002,12254,1_2_42,800.4,800.32,833.9,873.1,0
video_0002,12255,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12256,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12257,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12258,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12259,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12260,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12261,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12262,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12263,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12264,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12265,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12266,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12267,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12268,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12269,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12270,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12271,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12272,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12273,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12274,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12275,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12276,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12277,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12278,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12279,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12280,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12281,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12282,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12283,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12284,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12285,1_2_42,800.4,800.3,833.9,873.1,0
video_0002,12286,1_2_42,800.8,800.3,833.9,873.1,0
video_0002,12287,1_2_42,801.2,800.3,833.9,873.1,0
video_0002,12288,1_2_42,801.6,800.3,833.9,873.1,0
video_0002,12289,1_2_42,802.0,800.3,833.9,873.1,0
video_0002,12290,1_2_42,802.4,800.3,833.9,873.1,0
video_0002,12291,1_2_42,802.8,800.3,833.9,873.1,0
video_0002,12292,1_2_42,803.2,800.3,833.9,873.1,0
video_0002,12293,1_2_42,803.6,800.3,833.9,873.1,0
video_0002,12294,1_2_42,804.0,800.3,833.9,873.1,0
video_0002,12295,1_2_42,804.4,800.3,833.9,873.1,0
video_0002,12296,1_2_42,804.17,800.71,833.4,873.46,0
video_0002,12297,1_2_42,803.94,801.12,832.9,873.82,0
video_0002,12298,1_2_42,803.71,801.53,832.4,874.18,0
video_0002,12299,1_2_42,803.48,801.94,831.9,874.54,0
video_0002,12300,1_2_42,803.25,802.35,831.4,874.9,0
video_0002,12301,1_2_42,803.02,802.76,830.9,875.26,0
video_0002,12302,1_2_42,802.79,803.17,830.4,875.62,0
video_0002,12303,1_2_42,802.56,803.58,829.9,875.98,0
video_0002,12304,1_2_42,802.33,803.99,829.4,876.34,0
video_0002,12305,1_2_42,802.1,804.4,828.9,876.7,0
video_0002,12306,1_2_42,801.08,804.66,827.62,877.05,1
video_0002,12307,1_2_42,800.06,804.92,826.34,877.4,1
video_0002,12308,1_2_42,799.04,805.18,825.06,877.75,1
video_0002,12309,1_2_42,798.02,805.44,823.78,878.1,1
video_0002,12310,1_2_42,797.0,805.7,822.5,878.45,1
video_0002,12311,1_2_42,795.98,805.96,821.22,878.8,1
video_0002,12312,1_2_42,794.96,806.22,819.94,879.15,1
video_0002,12313,1_2_42,793.94,806.48,818.66,879.5,1
video_0002,12314,1_2_42,792.92,806.74,817.38,879.85,1
video_0002,12315,1_2_42,791.9,807.0,816.1,880.2,1
video_0002,12316,1_2_42,789.77,806.41,814.1,879.82,1
video_0002,12317,1_2_42,787.64,805.82,812.1,879.44,1
video_0002,12318,1_2_42,785.52,805.23,810.1,879.06,1
video_0002,12319,1_2_42,783.39,804.65,808.1,878.68,1
video_0002,12320,1_2_42,781.27,804.06,806.1,878.3,1
video_0002,12321,1_2_42,779.14,803.47,804.1,877.92,1
video_0002,12322,1_2_42,777.02,802.88,802.1,877.54,1
video_0002,12323,1_2_42,774.89,802.3,800.1,877.16,1
video_0002,12324,1_2_42,772.77,801.71,798.1,876.78,1
video_0002,12325,1_2_42,770.64,801.12,796.1,876.4,1
video_0002,12326,1_2_42,768.57,800.43,794.27,875.97,1
video_0002,12327,1_2_42,766.49,799.74,792.44,875.54,1
video_0002,12328,1_2_42,764.42,799.04,790.6,875.1,1
video_0002,12329,1_2_42,762.34,798.35,788.77,874.67,1
video_0002,12330,1_2_42,760.27,797.66,786.94,874.24,1
video_0002,12331,1_2_42,758.2,796.97,785.11,873.81,1
video_0002,12332,1_2_42,756.12,796.28,783.28,873.38,1
video_0002,12333,1_2_42,754.05,795.58,781.44,872.94,1
video_0002,12334,1_2_42,751.97,794.89,779.61,872.51,1
video_0002,12335,1_2_42,749.9,794.2,777.78,872.08,1
video_0002,12336,1_2_42,747.98,793.99,776.26,872.1,1
video_0002,12337,1_2_42,746.06,793.78,774.74,872.11,1
video_0002,12338,1_2_42,744.15,793.57,773.23,872.13,1
video_0002,12339,1_2_42,742.23,793.36,771.71,872.15,1
video_0002,12340,1_2_42,740.31,793.15,770.19,872.16,1
video_0002,12341,1_2_42,738.39,792.94,768.67,872.18,1
video_0002,12342,1_2_42,736.47,792.73,767.15,872.2,1
video_0002,12343,1_2_42,734.56,792.52,765.64,872.22,1
video_0002,12344,1_2_42,732.64,792.31,764.12,872.23,1
video_0002,12345,1_2_42,730.72,792.1,762.6,872.25,1
video_0002,12346,1_2_42,728.08,792.01,760.52,872.63,1
video_0002,12347,1_2_42,725.45,791.92,758.44,873.0,1
video_0002,12348,1_2_42,722.81,791.83,756.36,873.38,1
video_0002,12349,1_2_42,720.18,791.74,754.28,873.76,1
video_0002,12350,1_2_42,717.54,791.65,752.2,874.14,1
video_0002,12351,1_2_42,714.9,791.56,750.12,874.51,1
video_0002,12352,1_2_42,712.27,791.47,748.04,874.89,1
video_0002,12353,1_2_42,709.63,791.38,745.96,875.27,1
video_0002,12354,1_2_42,707.0,791.29,743.88,875.65,1
video_0002,12355,1_2_42,704.36,791.2,741.8,876.02,1
video_0002,12356,1_2_42,701.72,791.12,739.72,876.4,1
video_0002,12357,1_2_42,699.09,791.03,737.64,876.78,1
video_0002,12358,1_2_42,696.45,790.94,735.56,877.16,1
video_0002,12359,1_2_42,693.82,790.85,733.48,877.53,1
video_0002,12360,1_2_42,691.18,790.76,731.4,877.91,1
video_0002,12361,1_2_42,688.54,790.67,729.32,878.29,1
video_0002,12362,1_2_42,685.91,790.58,727.24,878.67,1
video_0002,12363,1_2_42,683.27,790.49,725.16,879.04,1
video_0002,12364,1_2_42,680.64,790.4,723.08,879.42,1
video_0002,12365,1_2_42,678.0,790.31,721.0,879.8,1
video_0002,12366,1_2_42,676.64,789.72,719.32,880.01,1
video_0002,12367,1_2_42,675.28,789.13,717.64,880.23,1
video_0002,12368,1_2_42,673.92,788.54,715.96,880.44,1
video_0002,12369,1_2_42,672.56,787.95,714.28,880.66,1
video_0002,12370,1_2_42,671.2,787.36,712.6,880.88,1
video_0002,12371,1_2_42,669.84,786.76,710.92,881.09,1
video_0002,12372,1_2_42,668.48,786.17,709.24,881.31,1
video_0002,12373,1_2_42,667.12,785.58,707.56,881.52,1
video_0002,12374,1_2_42,665.76,784.99,705.88,881.74,1
video_0002,12375,1_2_42,664.4,784.4,704.2,881.95,1
video_0002,12376,1_2_42,663.36,784.04,702.62,882.1,1
video_0002,12377,1_2_42,662.32,783.68,701.03,882.26,1
video_0002,12378,1_2_42,661.28,783.32,699.45,882.41,1
video_0002,12379,1_2_42,660.24,782.96,697.86,882.57,1
video_0002,12380,1_2_42,659.2,782.6,696.28,882.72,1
video_0002,12381,1_2_42,658.16,782.24,694.69,882.88,1
video_0002,12382,1_2_42,657.12,781.88,693.11,883.03,1
video_0002,12383,1_2_42,656.08,781.52,691.53,883.19,1
video_0002,12384,1_2_42,655.04,781.16,689.94,883.34,1
video_0002,12385,1_2_42,654.0,780.8,688.36,883.5,1
video_0002,12386,1_2_42,652.33,780.48,686.69,884.03,1
video_0002,12387,1_2_42,650.66,780.17,685.02,884.56,1
video_0002,12388,1_2_42,648.99,779.85,683.35,885.09,1
video_0002,12389,1_2_42,647.32,779.53,681.67,885.62,1
video_0002,12390,1_2_42,645.65,779.22,680.0,886.15,1
video_0002,12391,1_2_42,643.98,778.9,678.33,886.68,1
video_0002,12392,1_2_42,642.31,778.58,676.66,887.21,1
video_0002,12393,1_2_42,640.64,778.26,674.99,887.74,1
video_0002,12394,1_2_42,638.97,777.95,673.32,888.27,1
video_0002,12395,1_2_42,637.3,777.63,671.65,888.8,1
video_0002,12396,1_2_42,635.59,777.67,669.94,889.59,1
video_0002,12397,1_2_42,633.87,777.72,668.22,890.38,1
video_0002,12398,1_2_42,632.16,777.76,666.51,891.17,1
video_0002,12399,1_2_42,630.44,777.8,664.8,891.96,1
video_0002,12400,1_2_42,628.73,777.85,663.09,892.75,1
video_0002,12401,1_2_42,627.02,777.89,661.37,893.54,1
video_0002,12402,1_2_42,625.3,777.93,659.66,894.33,1
video_0002,12403,1_2_42,623.59,777.97,657.95,895.12,1
video_0002,12404,1_2_42,621.87,778.02,656.23,895.91,1
video_0002,12405,1_2_42,620.16,778.06,654.52,896.7,1
video_0002,12406,1_2_42,617.73,778.15,653.07,897.64,1
video_0002,12407,1_2_42,615.29,778.23,651.62,898.58,1
video_0002,12408,1_2_42,612.86,778.32,650.16,899.52,1
video_0002,12409,1_2_42,610.43,778.41,648.71,900.46,1
video_0002,12410,1_2_42,608.0,778.49,647.26,901.4,1
video_0002,12411,1_2_42,605.56,778.58,645.81,902.34,1
video_0002,12412,1_2_42,603.13,778.67,644.36,903.28,1
video_0002,12413,1_2_42,600.7,778.76,642.9,904.22,1
video_0002,12414,1_2_42,598.26,778.84,641.45,905.16,1
video_0002,12415,1_2_42,595.83,778.93,640.0,906.1,1
video_0002,12416,1_2_42,593.75,778.49,638.19,906.76,1
video_0002,12417,1_2_42,591.68,778.04,636.38,907.42,1
video_0002,12418,1_2_42,589.6,777.6,634.57,908.08,1
video_0002,12419,1_2_42,587.53,777.16,632.76,908.74,1
video_0002,12420,1_2_42,585.45,776.71,630.95,909.4,1
video_0002,12421,1_2_42,583.37,776.27,629.14,910.06,1
video_0002,12422,1_2_42,581.3,775.83,627.33,910.72,1
video_0002,12423,1_2_42,579.22,775.39,625.52,911.38,1
video_0002,12424,1_2_42,577.15,774.94,623.71,912.04,1
video_0002,12425,1_2_42,575.07,774.5,621.9,912.7,1
video_0002,12426,1_2_42,572.5,774.02,619.84,913.24,1
video_0002,12427,1_2_42,569.93,773.55,617.78,913.78,1
video_0002,12428,1_2_42,567.37,773.07,615.72,914.32,1
video_0002,12429,1_2_42,564.8,772.59,613.66,914.86,1
video_0002,12430,1_2_42,562.23,772.12,611.6,915.4,1
video_0002,12431,1_2_42,559.66,771.64,609.54,915.94,1
video_0002,12432,1_2_42,557.09,771.16,607.48,916.48,1
video_0002,12433,1_2_42,554.53,770.68,605.42,917.02,1
video_0002,12434,1_2_42,551.96,770.21,603.36,917.56,1
video_0002,12435,1_2_42,549.39,769.73,601.3,918.1,1
video_0002,12436,1_2_42,547.03,769.22,598.94,918.88,1
video_0002,12437,1_2_42,544.67,768.71,596.58,919.66,1
video_0002,12438,1_2_42,542.31,768.21,594.22,920.44,1
video_0002,12439,1_2_42,539.95,767.7,591.86,921.22,1
video_0002,12440,1_2_42,537.6,767.19,589.5,922.0,1
video_0002,12441,1_2_42,535.24,766.68,587.15,922.78,1
video_0002,12442,1_2_42,532.88,766.17,584.79,923.56,1
video_0002,12443,1_2_42,530.52,765.67,582.43,924.34,1
video_0002,12444,1_2_42,528.16,765.16,580.07,925.12,1
video_0002,12445,1_2_42,525.8,764.65,577.71,925.9,1
video_0002,12446,1_2_42,522.28,763.49,575.05,926.23,1
video_0002,12447,1_2_42,518.75,762.32,572.39,926.56,1
video_0002,12448,1_2_42,515.23,761.16,569.73,926.89,1
video_0002,12449,1_2_42,511.7,759.99,567.07,927.22,1
video_0002,12450,1_2_42,508.18,758.83,564.4,927.55,1
video_0002,12451,1_2_42,504.66,757.67,561.74,927.88,1
video_0002,12452,1_2_42,501.13,756.5,559.08,928.21,1
video_0002,12453,1_2_42,497.61,755.34,556.42,928.54,1
video_0002,12454,1_2_42,494.08,754.17,553.76,928.87,1
video_0002,12455,1_2_42,490.56,753.01,551.1,929.2,1
video_0002,12456,1_2_42,486.53,752.26,547.55,929.65,1
video_0002,12457,1_2_42,482.5,751.52,544.0,930.1,1
video_0002,12458,1_2_42,478.47,750.77,540.45,930.55,1
video_0002,12459,1_2_42,474.44,750.02,536.9,931.0,1
video_0002,12460,1_2_42,470.4,749.27,533.35,931.45,1
video_0002,12461,1_2_42,466.37,748.53,529.8,931.9,1
video_0002,12462,1_2_42,462.34,747.78,526.25,932.35,1
video_0002,12463,1_2_42,458.31,747.03,522.7,932.8,1
video_0002,12464,1_2_42,454.28,746.29,519.15,933.25,1
video_0002,12465,1_2_42,450.25,745.54,515.6,933.7,1
video_0002,12466,1_2_42,445.08,744.52,511.24,934.83,1
video_0002,12467,1_2_42,439.92,743.51,506.88,935.96,1
video_0002,12468,1_2_42,434.75,742.5,502.52,937.09,1
video_0002,12469,1_2_42,429.59,741.48,498.16,938.22,1
video_0002,12470,1_2_42,424.43,740.46,493.8,939.35,1
video_0002,12471,1_2_42,419.26,739.45,489.44,940.48,1
video_0002,12472,1_2_42,414.1,738.43,485.08,941.61,1
video_0002,12473,1_2_42,408.93,737.42,480.72,942.74,1
video_0002,12474,1_2_42,403.77,736.4,476.36,943.87,1
video_0002,12475,1_2_42,398.6,735.39,472.0,945.0,1
video_0002,12476,1_2_42,393.29,733.78,468.39,945.72,1
video_0002,12477,1_2_42,387.97,732.16,464.78,946.44,1
video_0002,12478,1_2_42,382.66,730.55,461.17,947.16,1
video_0002,12479,1_2_42,377.34,728.94,457.56,947.88,1
video_0002,12480,1_2_42,372.02,727.33,453.95,948.6,1
video_0002,12481,1_2_42,366.71,725.71,450.34,949.32,1
video_0002,12482,1_2_42,361.39,724.1,446.73,950.04,1
video_0002,12483,1_2_42,356.08,722.49,443.12,950.76,1
video_0002,12484,1_2_42,350.76,720.87,439.51,951.48,1
video_0002,12485,1_2_42,345.45,719.26,435.9,952.2,1
video_0002,12486,1_2_42,338.64,717.5,429.24,952.51,1
video_0002,12487,1_2_42,331.83,715.75,422.58,952.82,1
video_0002,12488,1_2_42,325.02,713.99,415.92,953.13,1
video_0002,12489,1_2_42,318.21,712.24,409.26,953.44,1
video_0002,12490,1_2_42,311.39,710.48,402.6,953.75,1
video_0002,12491,1_2_42,304.58,708.72,395.94,954.06,1
video_0002,12492,1_2_42,297.77,706.97,389.28,954.37,1
video_0002,12493,1_2_42,290.96,705.21,382.62,954.68,1
video_0002,12494,1_2_42,284.15,703.46,375.96,954.99,1
video_0002,12495,1_2_42,277.34,701.7,369.3,955.3,1
video_0002,12496,1_2_42,267.23,699.2,360.63,955.71,1
video_0002,12497,1_2_42,257.11,696.71,351.96,956.12,1
video_0002,12498,1_2_42,247.0,694.21,343.29,956.53,1
video_0002,12499,1_2_42,236.89,691.72,334.62,956.94,1
video_0002,12500,1_2_42,226.77,689.22,325.95,957.35,1
video_0002,12501,1_2_42,216.66,686.72,317.28,957.76,1
video_0002,12502,1_2_42,206.55,684.23,308.61,958.17,1
video_0002,12503,1_2_42,196.44,681.73,299.94,958.58,1
video_0002,12504,1_2_42,186.32,679.24,291.27,958.99,1
video_0002,12505,1_2_42,176.21,676.74,282.6,959.4,1
video_0002,12506,1_2_42,167.85,672.77,273.05,959.13,1
video_0002,12507,1_2_42,159.49,668.79,263.5,958.86,1
video_0002,12508,1_2_42,151.13,664.82,253.95,958.59,1
video_0002,12509,1_2_42,142.77,660.85,244.4,958.32,1
video_0002,12510,1_2_42,134.42,656.88,234.85,958.05,1
video_0002,12511,1_2_42,126.06,652.9,225.3,957.78,1
video_0002,12512,1_2_42,117.7,648.93,215.75,957.51,1
video_0002,12513,1_2_42,109.34,644.96,206.2,957.24,1
video_0002,12514,1_2_42,100.98,640.98,196.65,956.97,1
video_0002,12515,1_2_42,92.62,637.01,187.1,956.7,1
video_0002,12516,1_2_42,83.36,633.86,178.64,956.7,1
video_0002,12517,1_2_42,74.1,630.71,170.18,956.7,1
video_0002,12518,1_2_42,64.83,627.57,161.72,956.7,1
video_0002,12519,1_2_42,55.57,624.42,153.26,956.7,1
video_0002,12520,1_2_42,46.31,621.27,144.8,956.7,1
video_0002,12521,1_2_42,37.05,618.12,136.34,956.7,1
video_0002,12522,1_2_42,27.79,614.97,127.88,956.7,1
video_0002,12523,1_2_42,18.52,611.83,119.42,956.7,1
video_0002,12524,1_2_42,9.26,608.68,110.96,956.7,1
video_0002,12525,1_2_42,0.0,605.53,102.5,956.7,1
video_0002,12526,1_2_42,0.0,598.83,85.99,949.99,1
video_0002,12527,1_2_42,0.0,592.12,69.48,943.28,1
video_0002,12528,1_2_42,0.0,585.41,52.97,936.58,1
video_0002,12529,1_2_42,0.0,586.7,40.07,937.87,1
video_0002,12530,1_2_42,0.0,587.99,27.17,939.16,1
video_0002,12531,1_2_42,0.0,585.15,17.37,940.18,1
video_0002,12532,1_2_42,0.0,582.31,7.56,941.2,1
video_0002,12533,1_2_42,0.0,582.31,7.56,941.2,0
video_0002,10642,1_2_44,744.92,806.6,761.0,860.9,0
video_0002,10643,1_2_44,745.41,806.6,761.62,861.01,0
video_0002,10644,1_2_44,745.9,806.6,762.23,861.12,0
video_0002,10645,1_2_44,746.39,806.6,762.85,861.24,0
video_0002,10646,1_2_44,746.88,806.6,763.46,861.35,0
video_0002,10647,1_2_44,747.38,806.6,764.08,861.46,0
video_0002,10648,1_2_44,747.87,806.6,764.69,861.57,0
video_0002,10649,1_2_44,748.36,806.6,765.31,861.68,0
video_0002,10650,1_2_44,748.85,806.6,765.92,861.8,0
video_0002,10651,1_2_44,749.34,806.6,766.54,861.91,0
video_0002,10652,1_2_44,749.83,806.6,767.15,862.02,0
video_0002,10653,1_2_44,750.32,806.6,767.77,862.13,0
video_0002,10654,1_2_44,750.81,806.6,768.38,862.24,0
video_0002,10655,1_2_44,751.31,806.6,769.0,862.36,0
video_0002,10656,1_2_44,751.8,806.6,769.61,862.47,0
video_0002,10657,1_2_44,752.29,806.6,770.23,862.58,0
video_0002,10658,1_2_44,752.78,806.6,770.84,862.69,0
video_0002,10659,1_2_44,753.27,806.6,771.46,862.8,0
video_0002,10660,1_2_44,753.76,806.6,772.07,862.92,0
video_0002,10661,1_2_44,754.25,806.6,772.69,863.03,0
video_0002,10662,1_2_44,754.74,806.6,773.3,863.14,0
video_0002,10663,1_2_44,755.24,806.6,773.92,863.25,0
video_0002,10664,1_2_44,755.73,806.6,774.53,863.36,0
video_0002,10665,1_2_44,756.22,806.6,775.15,863.48,0
video_0002,10666,1_2_44,756.71,806.6,775.76,863.59,0
